AgentId,Motif_Orig,Motif_Dest,Duree_trajet,Motif_OD
1252215:car,home,leisure,221,home_leisure
1252215:car,home,shop,54,home_shop
1252215:car,leisure,home,109,leisure_home
1252215:car,shop,home,11,shop_home
1257134:car,home,work,342,home_work
1257134:car,work,home,341,work_home
1259124:car,home,other,40,home_other
1259124:car,home,shop,6,home_shop
1259124:car,home,work,21,home_work
1259124:car,other,home,33,other_home
1259124:car,shop,home,8,shop_home
1259124:car,work,home,10,work_home
1261694:car,home,leisure,42,home_leisure
1261694:car,home,work,1017,home_work
1261694:car,leisure,home,53,leisure_home
1261694:car,work,home,672,work_home
1261918:car,home,work,700,home_work
1261918:car,work,home,603,work_home
1261919:car,home,other,3,home_other
1261919:car,home,shop,6,home_shop
1261919:car,home,work,47,home_work
1261919:car,other,home,138,other_home
1261919:car,shop,home,5,shop_home
1261919:car,work,other,392,work_other
1263245:car,home,leisure,252,home_leisure
1263245:car,home,shop,623,home_shop
1263245:car,leisure,home,186,leisure_home
126426:car,home,shop,5,home_shop
126426:car,other,home,54,other_home
126426:car,shop,home,4,shop_home
1269072:car,home,other,2,home_other
1269072:car,home,work,259,home_work
1269072:car,other,other,897,other_other
1269073:car,home,leisure,152,home_leisure
1269073:car,home,shop,288,home_shop
1269073:car,shop,work,380,shop_work
1269073:car,work,shop,285,work_shop
1269558:car,home,other,411,home_other
1269558:car,leisure,work,73,leisure_work
1269558:car,other,home,72,other_home
1269558:car,other,work,237,other_work
1269558:car,work,leisure,21,work_leisure
1269558:car,work,other,125,work_other
1272002:car,home,leisure,219,home_leisure
1272002:car,home,shop,179,home_shop
1272002:car,shop,home,125,shop_home
1273035:car,shop,home,8,shop_home
1273035:car,shop,shop,41,shop_shop
1275722:car,home,shop,244,home_shop
1275722:car,shop,home,157,shop_home
1276194:car,home,other,0,home_other
1276194:car,home,work,741,home_work
1276194:car,other,home,0,other_home
1276194:car,work,home,680,work_home
1276953:car,home,shop,1134,home_shop
1276954:car,home,leisure,34,home_leisure
1276954:car,leisure,shop,135,leisure_shop
1276954:car,shop,home,85,shop_home
1280671:car,home,work,542,home_work
1280671:car,work,home,311,work_home
1280784:car,home,other,405,home_other
1280784:car,other,home,394,other_home
1280785:car,home,leisure,62,home_leisure
1280785:car,home,shop,55,home_shop
1280785:car,leisure,home,553,leisure_home
1280785:car,shop,home,10,shop_home
1280786:car,home,other,187,home_other
1280786:car,other,work,194,other_work
1280786:car,work,home,110,work_home
1286304:car,home,other,152,home_other
1286304:car,other,home,102,other_home
1290651:car,home,other,20,home_other
1290651:car,other,home,110,other_home
1290950:car,other,home,28,other_home
1290950:car,work,home,18,work_home
1292427:car,home,leisure,118,home_leisure
1292427:car,home,work,62,home_work
1292427:car,leisure,home,9,leisure_home
1292427:car,work,home,89,work_home
1298497:car,home,work,27,home_work
1298497:car,work,home,234,work_home
1298498:car,home,work,752,home_work
1298498:car,work,home,676,work_home
1300767:car,home,shop,133,home_shop
1300767:car,shop,home,556,shop_home
1303023:car,home,leisure,479,home_leisure
1303023:car,leisure,home,148,leisure_home
130562:car,education,home,28,education_home
130562:car,home,other,502,home_other
130562:car,other,education,18,other_education
130562:car,other,home,1,other_home
131340:car,home,shop,2,home_shop
131340:car,shop,home,4,shop_home
1314583:car,home,work,1019,home_work
1314583:car,work,home,854,work_home
1319424:car,home,work,556,home_work
1319424:car,work,home,839,work_home
1322071:car,home,work,572,home_work
1322071:car,work,home,419,work_home
1323628:car,home,work,175,home_work
1323628:car,work,home,15,work_home
1323630:car,education,home,108,education_home
1323630:car,home,education,55,home_education
1327345:car,home,shop,154,home_shop
1327345:car,shop,home,37,shop_home
132871:car,home,work,4,home_work
132871:car,work,home,58,work_home
132872:car,home,work,47,home_work
132872:car,other,home,4,other_home
132872:car,shop,work,11,shop_work
132872:car,work,other,87,work_other
132872:car,work,shop,10,work_shop
1330607:car,shop,home,41,shop_home
1330607:car,shop,shop,78,shop_shop
1331431:car,home,shop,1059,home_shop
1331432:car,home,other,444,home_other
1331432:car,home,work,137,home_work
1335960:car,home,other,60,home_other
1335960:car,home,work,729,home_work
1335960:car,other,home,36,other_home
1335960:car,work,home,675,work_home
1337071:car,work,home,146,work_home
1339814:car,education,home,261,education_home
1339814:car,home,education,39,home_education
1339817:car,home,leisure,976,home_leisure
1339817:car,home,shop,181,home_shop
1339817:car,leisure,home,138,leisure_home
1339817:car,leisure,leisure,895,leisure_leisure
1339817:car,leisure,other,57,leisure_other
1339817:car,other,home,98,other_home
1339817:car,shop,home,116,shop_home
1341977:car,home,other,499,home_other
1341977:car,other,home,534,other_home
1341978:car,home,work,388,home_work
1341978:car,work,home,239,work_home
1347022:car,home,other,389,home_other
1347022:car,other,home,760,other_home
1347024:car,home,work,93,home_work
1347024:car,leisure,work,92,leisure_work
1347024:car,work,home,76,work_home
1347024:car,work,leisure,118,work_leisure
1347037:car,home,leisure,4,home_leisure
1347037:car,home,work,444,home_work
1347037:car,leisure,home,94,leisure_home
1347037:car,work,home,724,work_home
1347038:car,home,leisure,10,home_leisure
1347038:car,leisure,home,12,leisure_home
1347039:car,home,leisure,166,home_leisure
1347039:car,home,work,12,home_work
1347039:car,leisure,home,130,leisure_home
1347039:car,work,home,250,work_home
1348382:car,home,other,1161,home_other
1348382:car,other,home,736,other_home
1348383:car,home,work,371,home_work
1348383:car,work,home,575,work_home
1350702:car,home,leisure,1085,home_leisure
1350702:car,home,work,49,home_work
1350702:car,leisure,home,165,leisure_home
1355476:car,home,work,80,home_work
1355476:car,work,home,78,work_home
1358058:car,home,other,2,home_other
1358058:car,home,shop,4,home_shop
1358058:car,home,work,372,home_work
1358058:car,other,home,67,other_home
1358058:car,shop,home,98,shop_home
1358058:car,work,home,740,work_home
1358059:car,home,other,579,home_other
1358059:car,other,home,309,other_home
1359896:car,home,shop,27,home_shop
1359896:car,shop,home,30,shop_home
1360811:car,home,work,1,home_work
1360811:car,work,home,2,work_home
1360983:car,home,other,16,home_other
1360983:car,other,home,19,other_home
1360983:car,other,work,18,other_work
1360983:car,shop,other,152,shop_other
1360983:car,work,shop,11,work_shop
1360984:car,home,leisure,125,home_leisure
1360984:car,leisure,home,253,leisure_home
13727:car,home,leisure,129,home_leisure
13727:car,leisure,home,15,leisure_home
13727:car,leisure,other,3,leisure_other
13727:car,other,home,30,other_home
13727:car,other,other,20,other_other
13729:car,home,leisure,266,home_leisure
13729:car,home,work,71,home_work
13729:car,leisure,home,325,leisure_home
13729:car,work,home,38,work_home
13730:car,home,shop,385,home_shop
13730:car,other,home,2,other_home
13730:car,shop,home,2,shop_home
13730:car,shop,other,2,shop_other
13730:car,shop,shop,26,shop_shop
1374667:car,home,work,25,home_work
1374667:car,work,home,90,work_home
1374668:car,home,work,44,home_work
1374668:car,shop,home,36,shop_home
1374668:car,work,shop,13,work_shop
1374787:car,home,other,5,home_other
1374788:car,home,other,6,home_other
1374788:car,other,shop,5,other_shop
1374788:car,shop,home,7,shop_home
1374789:car,home,work,129,home_work
1374789:car,work,home,17,work_home
1375118:car,home,shop,131,home_shop
1375118:car,shop,home,24,shop_home
1376582:car,home,shop,49,home_shop
1376582:car,shop,home,4,shop_home
1379494:car,home,other,13,home_other
1379494:car,other,home,83,other_home
1379494:car,work,home,0,work_home
1379497:car,home,work,245,home_work
1379497:car,work,home,227,work_home
1380754:car,home,leisure,192,home_leisure
1380754:car,home,other,0,home_other
1380754:car,home,shop,15,home_shop
1380754:car,leisure,home,8,leisure_home
1380754:car,leisure,leisure,443,leisure_leisure
1380754:car,leisure,other,3,leisure_other
1380754:car,other,home,64,other_home
1380754:car,shop,home,15,shop_home
1380881:car,home,work,69,home_work
1380881:car,work,home,108,work_home
1380882:car,home,other,399,home_other
1380882:car,other,home,408,other_home
1380882:car,other,other,12,other_other
1380882:car,other,shop,5,other_shop
1380882:car,shop,other,5,shop_other
1382011:car,home,work,316,home_work
1382011:car,work,home,226,work_home
1382013:car,home,work,320,home_work
1382013:car,work,home,183,work_home
1382015:car,home,leisure,233,home_leisure
1382015:car,home,shop,12,home_shop
1382015:car,leisure,home,8,leisure_home
1382015:car,leisure,leisure,276,leisure_leisure
1382015:car,leisure,other,9,leisure_other
1382015:car,other,home,7,other_home
1382015:car,shop,home,13,shop_home
1383390:car,home,leisure,10,home_leisure
1383390:car,leisure,home,11,leisure_home
1383391:car,home,other,30,home_other
1383391:car,leisure,work,10,leisure_work
1383391:car,other,home,6,other_home
1383391:car,other,work,712,other_work
1383391:car,work,leisure,11,work_leisure
1383391:car,work,other,42,work_other
1384193:car,home,work,83,home_work
1384193:car,leisure,home,41,leisure_home
1384193:car,work,leisure,6,work_leisure
1385688:car,home,work,158,home_work
1385688:car,work,home,109,work_home
1385689:car,home,other,102,home_other
1385689:car,leisure,work,6,leisure_work
1385689:car,other,work,185,other_work
1385689:car,work,home,203,work_home
1385689:car,work,leisure,38,work_leisure
1390739:car,home,leisure,380,home_leisure
1390739:car,leisure,home,81,leisure_home
1395043:car,home,other,532,home_other
1395043:car,other,home,610,other_home
1395043:car,other,other,74,other_other
1395044:car,home,work,247,home_work
1395044:car,work,home,543,work_home
1404132:car,home,other,77,home_other
1404132:car,other,work,352,other_work
1404132:car,work,home,361,work_home
140515:car,home,other,69,home_other
140515:car,home,work,6,home_work
140515:car,other,home,27,other_home
140515:car,work,home,7,work_home
140516:car,home,work,482,home_work
140516:car,shop,work,87,shop_work
140516:car,work,home,417,work_home
140516:car,work,shop,10,work_shop
1408139:car,home,work,45,home_work
1408139:car,work,home,45,work_home
1408142:car,home,leisure,98,home_leisure
1408142:car,leisure,home,18,leisure_home
1410137:car,education,home,370,education_home
1410137:car,home,education,454,home_education
1410138:car,home,shop,59,home_shop
1410138:car,shop,home,32,shop_home
1410138:car,shop,shop,121,shop_shop
1410705:car,home,work,150,home_work
1410705:car,work,home,146,work_home
1411945:car,home,work,122,home_work
1411945:car,work,home,239,work_home
1416346:car,home,leisure,216,home_leisure
1416346:car,home,work,317,home_work
1416346:car,leisure,home,94,leisure_home
1416346:car,work,home,416,work_home
1417153:car,home,work,1108,home_work
1417153:car,leisure,home,101,leisure_home
1417153:car,shop,work,62,shop_work
1417153:car,work,home,5,work_home
1417153:car,work,leisure,108,work_leisure
1417153:car,work,shop,3,work_shop
1417155:car,home,work,251,home_work
1417155:car,work,home,261,work_home
1417184:car,home,leisure,144,home_leisure
1417184:car,home,work,888,home_work
1417184:car,work,home,567,work_home
1417185:car,home,work,39,home_work
1417185:car,leisure,work,5,leisure_work
1417185:car,work,home,323,work_home
1417185:car,work,leisure,4,work_leisure
1418428:car,home,shop,1,home_shop
1418428:car,shop,home,2,shop_home
1419349:car,home,work,190,home_work
1419349:car,work,home,420,work_home
1419438:car,home,other,189,home_other
1419438:car,home,shop,89,home_shop
1419438:car,home,work,691,home_work
1419438:car,other,home,775,other_home
1419438:car,shop,home,86,shop_home
1419438:car,work,home,61,work_home
1419438:car,work,other,0,work_other
1423641:car,home,other,23,home_other
1423641:car,other,home,15,other_home
1423641:car,other,work,941,other_work
1423641:car,shop,other,38,shop_other
1423641:car,work,shop,124,work_shop
1425020:car,home,other,197,home_other
1425020:car,other,home,322,other_home
1425406:car,home,leisure,133,home_leisure
1425406:car,home,shop,48,home_shop
1425406:car,shop,home,215,shop_home
1432187:car,home,shop,29,home_shop
1432187:car,shop,home,79,shop_home
143495:car,home,work,326,home_work
143495:car,work,home,271,work_home
1435066:car,home,other,154,home_other
1435066:car,other,work,99,other_work
1435066:car,work,home,245,work_home
1435070:car,home,other,85,home_other
1435070:car,home,work,34,home_work
1435070:car,leisure,work,293,leisure_work
1435070:car,other,work,364,other_work
1435070:car,work,leisure,396,work_leisure
1435070:car,work,other,81,work_other
1435206:car,home,shop,5,home_shop
1435206:car,shop,home,323,shop_home
1435498:car,home,other,761,home_other
1439474:car,home,work,314,home_work
1439474:car,work,home,302,work_home
1439475:car,home,work,237,home_work
1439475:car,work,home,254,work_home
1439659:car,home,leisure,33,home_leisure
1439659:car,home,shop,697,home_shop
1439659:car,leisure,home,344,leisure_home
1442022:car,home,shop,160,home_shop
1442022:car,shop,home,91,shop_home
1442022:car,shop,shop,181,shop_shop
1447356:car,education,home,134,education_home
1447356:car,home,education,58,home_education
1449082:car,home,work,638,home_work
1454731:car,home,work,958,home_work
1455016:car,home,leisure,75,home_leisure
1455018:car,education,home,418,education_home
1455018:car,home,education,13,home_education
1455019:car,home,shop,361,home_shop
1455019:car,home,work,19,home_work
1455019:car,shop,home,32,shop_home
